"","V1","mxm_id","artist_uri","artist_name","lyrics_name","lyrics_topic","release_date","artist_playlist_frequency","artist_topic","release_year","release_year_bin","artist_playlist_frequency_bin","error","Is a match ?","Sandy","Jay","Andrew","Keep"
"549",548,35086326,"7mu52yh5bBhhJOyVndAEZW","Cleopatra","I Want You Back",4,1998-05-25,38,24,1998,10,5,0.05544467694,"o","o","O","o","o"
"550",549,207191718,"6WX6lXXKTBrmL9kqVTztfY","Trillary Banks","Last Man Standing",5,2021-02-19,1,14,2021,13,0,0.05549620576,"o","x","?","o","X"
"551",550,2655079,"2cJ3V3p94vWT3fNXGAOBXe","Nancy Ames","The Shadow of Your Smile",6,1966-01-01,2,10,1966,7,1,0.0555518846,"o","o","O","o","o"
"552",551,115537076,"5uCoV18QvrIRbAKXOfcxuB","Digital Emotion","Attention",1,2016-08-10,5,17,2016,12,3,0.05560548025,"o","x","O","o","?"
"553",552,159539091,"7JDOdHdotH1oPYjFuYFurE","Stateline","As My Bass Guitar Gently Weeps",3,2018-09-26,3,0,2018,12,2,0.05565925693,"o","o","O","o","o"
"554",553,7445070,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","Teach 'em How to Swim",6,1959-01-01,109,16,1959,6,6,0.05571287996,"o","o","O","o","o"
"555",554,171094270,"2h2frsYL6pssri5AZdlMUU","boom boom kid","Okey Dokey",0,2001-10-14,8,8,2001,11,4,0.0557654684,"o","x","X","x","x"
"556",555,85566617,"2HO3qZ6hhji2rGmIUD8sb0","Just a Dream","Just A Dream",7,2015-06-29,1,4,2015,12,0,0.0558198858,"X","o","O","o","o"
"557",556,36522593,"0qt6QSruHshcWT9QOzyfZp","Mark Kozelek","Little Drummer Boy",4,2006-01-01,247,6,2006,11,6,0.05587380593,"o","x","X","x","x"
"558",557,57382983,"59QajkyuRFAROuQkMs7PaK","Rick Elias","Without One Word",6,1990-01-01,45,13,1990,10,5,0.05592611282,"o","o","O","o","o"
"559",558,93511136,"12msfS6HSE6p3CxcznZX6R","Tito Gobbi","Tosca (2002 - Remaster), Act I: Un tal baccano in chiesa! (Scarpia/Sagrestano/Spoletta)",5,2014-09-29,2,1,2014,12,1,0.05597868471,"?","x","?","x","x"
"560",559,83448930,"1JQ9a6VTsHAfOw3POJF1RW","The Sunglows","And I Love Her",6,1983-10-29,4,18,1983,9,3,0.05602876701,"o","o","O","o","o"
"561",560,54578087,"2GaayiIs1kcyNqRXQuzp35","The Ventures","Spinning Wheel",1,1970-01-01,876,2,1970,8,6,0.05607747484,"X","o","?","o","?"
"562",561,206525365,"4n2W84plMrq8WttT18Npwi","Kobasolo","This Love feat.Sanra",6,2021-01-20,3,21,2021,13,2,0.05612470019,"o","o","O","o","o"
"563",562,30370731,"2rr4WqfAdv4xEi5YyXdPQb","Lea Lea","I Wanna Little Love",3,2013-10-07,1,5,2013,12,0,0.05617521348,"o","o","O","o","o"
"564",563,1240513,"21J3YJTyq1biE3SvSNjzuf","Capleton","Pure Sodom",2,2000-05-16,573,19,2000,11,6,0.05622481232,"o","x","X","x","x"
"565",564,85146657,"5nxFmhSekt9Acn4tWZxGge","47 Soul","Intro To Shamstep",0,2015-06-17,10,11,2015,12,4,0.05627346094,"o","x","X","?","x"
"566",565,47844706,"0kOm0JSAMVFP3wlgy7X9z8","Frankie Yankovic & His Yanks","I've Got a Wife",6,1966-01-01,15,3,1966,7,5,0.05631981499,"o","o","O","o","o"
"567",566,1182441,"6WW8jsiHjYvuGmTKmRCnzD","Evil Superstars","No More Bad People",1,1996-01-01,4,22,1996,10,3,0.05636814827,"o","o","O","o","o"
"568",567,61902635,"5J9IfqV0foP1v0hzqsPWzM","Cephalgy","I'll Survive",6,2008-10-10,2,20,2008,11,1,0.05642033604,"o","o","?","o","?"
"569",568,175571084,"5AgZ9r9ZdWm7mD9t03KZZu","The Altons","Shiny Shoes",4,2019-07-17,3,12,2019,12,2,0.05647439541,"o","o","O","o","o"
"570",569,194509390,"2CRxNuABFZtB0WLApF2pvP","Merci Raines","Hey Boots",7,2020-03-20,1,24,2020,13,0,0.05652575231,"o","o","O","o","o"
"571",570,47588645,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","The John B. Sails (Sloop John B.)",6,1954-01-01,13,6,1954,6,4,0.05657720475,"o","o","O","o","o"
"572",571,1025939,"5QhsLryFrDbj9IZ38UmMyn","Nice & Smooth","Sum Pimped Out Shit",5,1989-01-01,504,14,1989,9,6,0.05662628938,"o","x","O","o","?"
"573",572,93968808,"1VcbchGlIfo3Gylxc3F076","Cold Chisel","Plaza - 2011 Remastered",6,1979-01-01,31,22,1979,8,5,0.05667635353,"o","o","O","o","o"
"574",573,91217135,"0cwmNvclzPd8mQnoHuIksj","Vengaboys","2 Brazil! - Like Brazil Remix",3,2014-05-19,1950,7,2014,12,6,0.05672989306,"o","x","X","x","x"
"575",574,15071438,"6W7aPOmWMoYxu1BUmA7mts","Oedipus","Tonight",1,2008-08-25,4,0,2008,11,3,0.05678269085,"o","o","O","o","o"
"576",575,73018747,"1Fs5B5KwQLDcD0PHyzENiF","Heintje Simons","Mama (English Version) (Bonus Track)",6,1969-05-21,1,15,1969,7,0,0.05683533308,"o","o","O","o","o"
"577",576,4719098,"2eFv7NVs8R6Go7msuqikeg","Pino Daniele","Leave a Message",0,1991-04-18,31,23,1991,10,5,0.05688761984,"?","x","X","x","x"
"578",577,82510204,"3rsq8IrdD1MbiLwPdznXvz","Kenobi","Buckwild",5,2015-05-07,2,8,2015,12,1,0.05693802601,"o","o","O","o","o"
"579",578,51459988,"1z4vF7Bvj6av2xtaYxUc8E","Amit Paul","Take Me Home",6,2008-04-01,3,9,2008,11,2,0.05698957823,"o","o","O","o","o"
"580",579,85912948,"4aOJwHpU6TcuhC4QKNn8MS","Destrage","Are You Kidding Me? No.",7,2014-03-04,11,4,2014,12,4,0.05703899341,"o","o","O","o","o"
"581",580,212859911,"62DmErcU7dqZbJaDqwsqzR","Popcaan","Wine All Day",2,2021-04-15,1365,19,2021,13,6,0.05708765766,"o","x","X","x","x"
"582",581,157994155,"5VtvvYcmT4aElSn3AmV58V","Les Elgart & His Orchestra","Whispering",6,1959-02-23,1,10,1959,6,0,0.05713699023,"X","o","X","o","M"
"583",582,86072800,"5LsOwSn5kKzE3toFMkKyvh","Wire Train","Two Persons",1,1985-06-16,21,17,1985,9,5,0.0571869732,"o","o","O","o","o"
"584",583,35421679,"1aoy0R8uP3x33eqKZOLpN1","Lincoln Brewster","Little Drummer Boy (Live) (Bonus)",4,2012-10-09,2319,13,2012,12,6,0.0572354855,"o","x","X","x","x"
"585",584,50763652,"4CXtGcIzoFA76uhHCnQo9s","Lazarus","Ladyfriends I",6,1973-01-01,5,11,1973,8,3,0.05728425887,"X","o","X","o","?"
"586",585,81542129,"396gqBt8a2NN7gXtDWF7AJ","Ceylan","Su Getir",0,2007-01-01,2,16,2007,11,1,0.05733289585,"?","x","X","x","x"
"587",586,2354841,"2NEBqZaq6kThQTNs0W0zbs","The Mayflies USA","Just for Fun",6,1998-01-01,3,22,1998,10,2,0.05738174009,"o","o","O","o","o"
"588",587,145827524,"2UmhByzSum8X2lQZ7pWvWp","RIRI","RUSH -Seiho Remix",3,2018-02-14,12,21,2018,12,4,0.05742985017,"o","x","X","x","X"
"589",588,41694715,"0q9kpdDkEA3H17gcRMjgVS","Elmore James","Take Me Where You Go (Digitally Remastered)",7,1963-01-01,271,18,1963,7,6,0.05747858847,"X","o","X","o","?"
"590",589,128489039,"0T2UtAigVjFhAy6gu613z6","Concord Dawn","Get Ready",5,2003-06-14,18,1,2003,11,5,0.05752845738,"o","x","?","x","x"
"591",590,194182606,"2N4rxHlKfbtU1iTvvD5xNE","HolySexyBastards","Pay Your Bills",6,2020-04-01,1,2,2020,13,0,0.0575767021,"o","o","O","o","O"
"592",591,12587784,"6qvO3rrXMBAAcmcb0giCuN","ZPYZ","Racecar",1,2011-09-24,5,20,2011,12,3,0.0576239052,"o","o","O","o","O"
"593",592,14500727,"6oNIGdvbkolQM3ZnLegQPG","Ugly Americans","Right Time",6,1995-01-03,2,5,1995,10,1,0.05767434212,"o","o","?","o","?"
"594",593,89663751,"2lEOFtf3cCyzomQcMHJGfZ","Ylvis","The Fox - Acapella",4,2013-10-03,1561,3,2013,12,6,0.0577226945,"o","o","O","x","?"
"595",594,142223846,"5Fe7lgCHgCB8oZhG3KoTZz","Wendy & Lisa","Blues Away",6,1987-05-01,11,24,1987,9,4,0.0577715481,"o","o","O","x","?"
"596",595,3528251,"5psDPxNx45I4JKzZ1ARbu2","Second Coming","Screamin' on the Inside",1,2003-01-01,3,0,2003,11,2,0.05782194524,"X","x","X","?","x"
"597",596,14884942,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","Sweet Betsy from Pike",6,1953-01-01,13,6,1953,6,4,0.05787239746,"o","o","O","o","O"
"598",597,128910319,"5pVRwX5ZQR7hfJ18w8ZYkl","Ufo361","Harry Potter",0,2017-04-28,18,14,2017,12,5,0.05792063441,"o","x","X","x","X"
"599",598,132344958,"3mQBpAOMWYqAZyxtyeo4Lo","KC & The Sunshine Band","Get Down Tonight - Single Version",3,1975-07-06,6561,12,1975,8,6,0.05796805358,"o","o","O","o","O"
"600",599,199034632,"2mMZuj5Zd5vB9ey7SEGxSL","Shawn Smith","Rafs",5,2020-06-19,1,22,2020,13,0,0.05801555464,"o","o","O","o","O"
"601",600,34134716,"3KKiTDneH2x2sLtVPnTSOh","Calibretto 13","I'll Show the World",7,2002-01-01,5,8,2002,11,3,0.05806315065,"","","","",""
"602",601,149507232,"62DmErcU7dqZbJaDqwsqzR","Popcaan","Mi Unruly (Radio Edit)",2,2012-10-04,1365,19,2012,12,6,0.05810956984,"","","","",""
"603",602,50942620,"6rZPcKV6erUVQhoiZnULz5","Chyp-Notic","I Can't Get Enough (Original)",6,1999-05-10,2,7,1999,10,1,0.05815460946,"","","","",""
"604",603,66809107,"5ZvwJikDgdP1PFU4PkAPVG","Bleed From Within","Let's Play God",6,2013-04-02,20,4,2013,12,5,0.05820314084,"","","","",""
"605",604,11128315,"1HQt7wM4ktqw111HUYFQ0r","Dave Fredrickson","More Pretty Girls Than One",1,1961-01-01,1,17,1961,7,0,0.05825240139,"","","","",""
"606",605,8384176,"5ctgKd8fwNFHpT6EIiXHT1","Tinted Windows","Kind of a Girl",4,2010-09-01,3,15,2010,12,2,0.05830164313,"","","","",""
"607",606,93316109,"4XqiDTxnoF69TkqNrNS1Rd","Hallows Eve","Plunging to Megadeath",6,1985-01-01,6,11,1985,9,3,0.05835167395,"","","","",""
"608",607,2157390,"5bWApG9Vdshhd1J50UnNf6","Blossom Dearie","Little Jazz Bird",6,1959-01-01,402,10,1959,6,6,0.0584016513,"","","","",""
"609",608,50614930,"2QA4wAiQbu9hqN5lq2oVdg","Kent Henry","Siyahamba (We Are Marching In the Light of God)",0,2008-01-31,30,13,2008,11,5,0.05844940656,"","","","",""
"610",609,57831105,"0WKIRXNWr6cYlm8ZYVXD1I","Charo","Dance A Little Bit Closer (12"""" Mix)",3,1977-01-01,9,16,1977,8,4,0.05849737632,"","","","",""
"611",610,213618779,"2w2Ml2mCVVusyOTXb3LwA1","Trillian","Start Up",5,2021-04-02,2,22,2021,13,1,0.0585447602,"","","","",""
"612",611,72760389,"63ekSPb7vpdHpmpbQwbMVz","The Hot Sprockets","Shake Me Off",7,2014-06-06,1,9,2014,12,0,0.05859223474,"","","","",""
"613",612,46178483,"5uC3TXF7LKZ7LNA7Ox38i5","Bob McGrath","Looby Loo",6,1996-01-01,3,20,1996,10,2,0.05863996463,"","","","",""
"614",613,94307650,"6V7pNWhlJpD0s0bMdB1PU9","Stevie B","Party Your Body - Instrumental",1,2008-11-04,931,23,2008,11,6,0.05868684967,"","","","",""
"615",614,161093671,"2BLpGstUHxDc6vHfBEiaXm","The Move","Useless Information",6,1968-03-01,48,0,1968,7,5,0.0587353136,"","","","",""
"616",615,73359860,"100sLnojEpcadRx4edEBA6","Zella Day","East of Eden",4,2014-01-01,8296,24,2014,12,6,0.05878348743,"","","","",""
"617",616,1233913,"1hLFppCfgvSTH9C6ftWOoU","Anorexia Nervosa","Solitude",6,2001-01-01,5,18,2001,11,3,0.05883109763,"","","","",""
"618",617,149865584,"2RIVQdPgIgGdRyYUaHFKWm","Sam Perry","Survivor (The Voice Australia 2018 Performance / Live)",5,2018-05-07,12,6,2018,12,4,0.05888008959,"","","","",""
"619",618,51071818,"5fkHPXDNaqz3GrYYhO8APB","Flipper's Guitar","Goodbye, our Pastels Badges / さようならパステルズ・バッジ",6,1989-01-01,1,21,1989,9,0,0.05892851934,"","","","",""
"620",619,106650726,"1eu4C9NRTtBsQChM82fDkM","Shiamak Davar","Jaane Kisne",0,1997-01-01,2,2,1997,10,1,0.05897486268,"","","","",""
"621",620,201234612,"62DmErcU7dqZbJaDqwsqzR","Popcaan","BANK & GOD",2,2020-08-07,1365,19,2020,13,6,0.05902031158,"","","","",""
"622",621,8798241,"24yx8qFHvaHTRRwL7Iw3EF","Supercommuter","Supercommuter",1,2009-07-21,3,14,2009,11,2,0.0590659654,"","","","",""
"623",622,102254438,"79RUmaL1H0vxMwNKPFOAmg","Rayce","For You",3,2015-05-28,40,3,2015,12,5,0.05910972695,"","","","",""
"624",623,3384652,"5tZudyAoWMu18RFmwdljjp","Kursaal Flyers","Anna (Go to Him)",7,1976-09-06,2,8,1976,8,1,0.05915434257,"","","","",""
"625",624,96629095,"7iUbgcO0RSM8jJHbXNnrdq","Ingrid Fliter","Sonata No. 8 in C Minor, Op. 13 'Grande Sonate pathétique': Adagio cantabile",6,2011-05-02,5,1,2011,12,3,0.05919940669,"","","","",""
"626",625,102483616,"5Is2PjIax2qNHglzMBSRWY","Neil Gaiman","Coraline",6,2006-07-18,7,5,2006,11,4,0.05924661453,"","","","",""
"627",626,169443283,"028xhPwqtWva4J0MkFHY2x","Mads Langer","Me Without You",4,2019-09-08,397,22,2019,12,6,0.0592946374,"","","","",""
"628",627,55513183,"5i6ZYPb7DyIl6ZrgmpcTCa","Damaged","Token Remedies Research",1,1997-01-01,1,4,1997,10,0,0.05934003239,"","","","",""
"629",628,66464644,"24qtJegdRiX2TPRvPN6rzk","Johnny Adams","Reconsider Me",6,1969-01-01,39,12,1969,7,5,0.05938483789,"","","","",""
"630",629,100858658,"4H8a2g8JAXoNTZ3Pjuhq33","Gene Krupa Big Band","Rockin' Chair",6,1956-01-01,9,10,1956,6,4,0.05943121437,"","","","",""
"631",630,46869216,"34semg4gV4qr1BkozcOfPO","Niels De Vries","12inch (Rocco vs. Bass-T Edit)",5,2005-11-01,3,7,2005,11,2,0.05947567544,"","","","",""
"632",631,1998941,"0puypnsWTRY3cwySIyMjhe","Ellen Foley","How Glad I Am",7,1981-06-25,5,0,1981,9,3,0.05952273592,"","","","",""
"633",632,89908875,"5HFkc3t0HYETL4JeEbDB1v","Powerwolf","Let There Be Night",0,2015-07-17,159,11,2015,12,6,0.05956804217,"","","","",""
"634",633,199992230,"1o2aYT0R8jCzs5q1rEA0gY","banvox","Stay The Night",3,2020-07-24,44,17,2020,13,5,0.05961425682,"","","","",""
"635",634,185144617,"2o9nlTHLJ2SExgv0OHARnW","Wilson Brothers","Take Me to Your Heaven",6,1979-09-15,1,24,1979,8,0,0.05966112103,"","","","",""
"636",635,69005808,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","Three Times Seven",1,1959-01-01,109,16,1959,6,6,0.05970727712,"","","","",""
"637",636,34013087,"5a6NvoJbMKKuHFIrftg1DP","Lionel Peterson","Forgive",6,2010-01-01,2,13,2010,12,1,0.0597517332,"","","","",""
"638",637,103874904,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","Pat Works on the Railway",4,2006-01-01,13,6,2006,11,4,0.05979879082,"","","","",""
"639",638,87687743,"4lthN9sVX4QW2lnXQEUbMh","Red Rat","Good Boy",2,1997-01-01,562,19,1997,10,6,0.0598437432,"","","","",""
"640",639,69018503,"5A6SjPKUaAY3phJcL0xtsp","Swazy Baby","I Sang",5,2010-01-01,3,20,2010,12,2,0.05988833548,"","","","",""
"641",640,193571051,"1s64XtBG170B6uqwJDBGzc","The Party Boys","He's Gonna Step on You Again",6,1987-11-13,1,22,1987,9,0,0.05993262527,"","","","",""
"642",641,198473252,"1Naqgo0HMRoumRP0e2MXD9","Tiana Major9","Lucky",7,2020-06-19,4,15,2020,13,3,0.05997724873,"","","","",""
"643",642,101293493,"5dnUHIdRyFstsV4IBF7Aud","Jaeson Ma","Love - Feat. Bruno Mars",6,2009-08-24,20,14,2009,11,5,0.06002282974,"","","","",""
"644",643,151467862,"5qW3xweU4HAzL6KtKHIjt4","Say Sue Me","Do You Wanna Dance",3,2018-04-21,2,18,2018,12,1,0.06006749976,"","","","",""
"645",644,78876301,"3RY5kQ12JzUISR9xK55Ojp","Mascots","Goodbye",6,1965-01-01,1,8,1965,7,0,0.06011195181,"","","","",""
"646",645,52193770,"5zoKOcTDI9EMOhGNaxL708","Gov't Mule","30 Days In the Hole",1,1999-02-05,777,9,1999,10,6,0.06015763817,"","","","",""
"647",646,106355559,"2qrNC9noTTHFbNw5SQTh52","exist†trace","Dream Rider",0,2016-03-16,9,21,2016,12,4,0.06020194474,"","","","",""
"648",647,2860771,"11wlHSvQVZGIJ5D1sTsihZ","Fun People","We Want More",6,2000-08-13,3,4,2000,11,2,0.06024796824,"","","","",""
"649",648,69504242,"2mGvpkJscjIygzIqriDOIA","PlentaKill","The Lux",4,2013-10-25,29,3,2013,12,5,0.06029366053,"","","","",""
"650",649,111442840,"0Z5QMrGpGKFXYIOvI11ON1","Melveen Leed","The Music Of Hawai`i",6,1975-08-08,4,2,1975,8,3,0.06033792125,"","","","",""
"651",650,16659373,"4PtVXWSOmF4Tox1jj6ctSq","Plastilina Mosh","Baretta '89",5,2000-01-01,294,23,2000,11,6,0.06038345169,"","","","",""
"652",651,201492514,"5cMoLEoJiycJK5BOBN4znj","Cold Beaches","Band Boy - Redux",1,2020-07-31,2,22,2020,13,1,0.06042805794,"","","","",""
"653",652,47588642,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","Hard Traveling",6,1954-01-01,13,6,1954,6,4,0.06047362869,"","","","",""
"654",653,16279709,"4kC1wUAU4QHotWGD2MwAHc","Fever Tree","Ninety-Nine and One-Half",7,1968-01-01,34,0,1968,7,5,0.06051820755,"","","","",""
"655",654,89256969,"7Ejb1AuXvrKXzcM3k5nLJ9","Brimkló","Eitt Lag Enn",0,2012-01-01,1,1,2012,12,0,0.06056103538,"","","","",""
"656",655,84786414,"0BYEp3eyHK9Wsp4t2Ad1R8","Toy-Box","Teddybear",3,1999-01-01,123,7,1999,10,6,0.06060470711,"","","","",""
"657",656,34937840,"6KVMKVZCXarNNhwKxhjCmo","Arleta","Noble Dame (Live)",6,1984-03-14,4,12,1984,9,3,0.06064636048,"","","","",""
"658",657,130119933,"6PDB7UlR6D1dkgg2vSuJ7z","Squeeze Tarela","Hottest Thing",1,2017-08-01,3,11,2017,12,2,0.06068983994,"","","","",""
"659",658,97521251,"21J3YJTyq1biE3SvSNjzuf","Capleton","Mi Deh Yah",2,2002-01-01,573,19,2002,11,6,0.06073212446,"","","","",""
"660",659,158836236,"5RNonqY5hmn1G5FKgXWdv1","Sharo","Back to You",6,2018-10-14,2,5,2018,12,1,0.06077525045,"","","","",""
"661",660,194294351,"77SLhlrrJKzclwLB9bnRJZ","Alex Mali","Problem",5,2020-05-20,42,24,2020,13,5,0.06081953845,"","","","",""
"662",661,157994156,"5VtvvYcmT4aElSn3AmV58V","Les Elgart & His Orchestra","That Old Black Magic",6,1959-02-23,1,10,1959,6,0,0.0608635717,"","","","",""
"663",662,57838235,"0WKIRXNWr6cYlm8ZYVXD1I","Charo","Love Boat Theme",6,1978-01-01,9,16,1978,8,4,0.06090811094,"","","","",""
"664",663,96179787,"6qL5lCa1VbCzWiVgnj6QIV","Anthony Evans","Little Drummer Boy",4,2009-10-06,687,13,2009,11,6,0.06095084068,"","","","",""
"665",664,68641753,"6p2SwRrKME2QzT2wzFIRzm","Dohn Joe","D.I.S.C.O. (Karaoke Version) [Originally Performed By Ottawan]",7,2013-09-13,3,20,2013,12,2,0.06099263998,"","","","",""
"666",665,34262550,"31AZ0BGRivOGvfNssdvcLT","Gloria","Oye (Rosabel's Cubarican Club Mix)",0,1999-11-05,6,8,1999,10,3,0.06103501152,"","","","",""
"667",666,6689123,"6ahlwhwCBtwhSeDO5vYMh5","Flesh For Lulu","Laundromat Kat",1,1985-01-01,47,17,1985,9,5,0.06107707096,"","","","",""
"668",667,57088751,"5u3E3YbgU1AxhACANtJK8V","Nice Purse","Heart Medley",6,2010-08-10,2,22,2010,12,1,0.06111899417,"","","","",""
"669",668,60510903,"7gL5hRXj4kIBlShnbazH7e","JAMIL","Get Away feat.Lafa Taylor",3,2011-08-03,14,14,2011,12,4,0.06116148123,"","","","",""
"670",669,38071611,"06E8jfHz6oAX4ZdyV6Lnx1","Popeye","Say What",5,2005-05-13,1,4,2005,11,0,0.06120519451,"","","","",""
"671",670,7083374,"3wYyutjgII8LJVVOLrGI0D","Buddy Holly","(Ummm, Oh Yeah) Dearest",6,1964-05-18,3145,15,1964,7,6,0.06124701613,"","","","",""
"672",671,194171143,"5cfH54QvQybwIXXfoCEeIt","Aiden Myers","Help Me",6,2020-05-15,6,18,2020,13,3,0.0612935485,"","","","",""
"673",672,1774495,"6P8QexnCWvZ3v4mRQy14aN","Max Webster","Rascal Houdi",7,1979-07-01,3,0,1979,8,2,0.06133897038,"","","","",""
"674",673,34039941,"2lEOFtf3cCyzomQcMHJGfZ","Ylvis","The Fox (What Does The Fox Say?) [Instrumental]",4,2013-10-03,1561,3,2013,12,6,0.06138420552,"","","","",""
"675",674,15921404,"3yhc2Jz6eRcmlUjQtbXNk8","Poster Children","Junior Citizen",1,1995-01-01,19,22,1995,10,5,0.06142783439,"","","","",""
"676",675,177349406,"21J3YJTyq1biE3SvSNjzuf","Capleton","Who Is Dem",2,2009-09-08,573,19,2009,11,6,0.06147150004,"","","","",""
"677",676,14884941,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","Trouble In Mind",6,1953-01-01,13,6,1953,6,4,0.06151332927,"","","","",""
"678",677,18664343,"71LKcHW1wWN6dbYWvsbQRh","Acid Black Cherry","doomsday clock",0,2012-10-17,1,21,2012,12,0,0.06155539361,"","","","",""
"679",678,70759666,"3ktAhWMnoYiz6UpBEKfv5i","Kikki Danielsson","The Star",6,1984-01-01,2,9,1984,9,1,0.06159606459,"","","","",""
"680",679,102330653,"6B90OW5Tz38W97TVB6stEm","The Fourmost","Hello Little Girl",3,2009-07-20,6,2,2009,11,3,0.06163879087,"","","","",""
"681",680,158799906,"05kB8yh0Bbxj73qH63Ob3C","Helen Shapiro","Beyond the Sea (La Mer) (Remastered)",6,1962-01-01,31,24,1962,7,5,0.06168129012,"","","","",""
"682",681,91952456,"0mrbqJFQxoxpQIkUCZFhpM","Dirty House Bastards","Big Booty Bitches (Anaconda Big Butts 2015 Deephouse Mix)",5,2015-02-05,1,7,2015,12,0,0.06172367222,"","","","",""
"683",682,66466477,"0BUHAyLpATEPKRkwJWXdLp","Connemara Stone Company","Donald McGillavry",1,2021-03-01,3,11,2021,13,2,0.0617648287,"","","","",""
"684",683,74210383,"2qKNmBpgDiNE4zbvUfDVXP","Melinda Caroll","Land of the Silver Birch",6,1997-12-01,9,23,1997,10,4,0.06180672255,"","","","",""
"685",684,126768739,"2lkEadHwRvPzEsXfiTgp7d","J. Beale","Reflection",7,2010-09-25,2,12,2010,12,1,0.06184830975,"","","","",""
"686",685,131767727,"085pc2PYOi8bGKj0PNjekA","will.i.am","She's A Star",4,2007-01-01,14891,14,2007,11,6,0.06189023946,"","","","",""
"687",686,172569690,"2JIf5JxI3ypOSfrfNIIMQE","YELLOW MAGIC ORCHESTRA","Day Tripper - 2018 Bob Ludwig Remastering",6,1979-09-25,15,20,1979,8,5,0.06193283502,"","","","",""
"688",687,88512481,"56rsWadqRXLF2iovtJUhgF","Mojo Jojo","Fire!",6,2011-03-03,4,1,2011,12,3,0.06197672236,"","","","",""
"689",688,7445077,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","Left My Gal in the Mountains",1,1959-01-01,109,16,1959,6,6,0.06201931753,"","","","",""
"690",689,95713244,"71R0mNEhXceXDS38hm05UK","Paper Zoo","Paper Zoo",0,2009-10-27,1,22,2009,11,0,0.06206093853,"","","","",""
"691",690,47423094,"1WiGR2TtxJcKqsPpOaaIYF","Chuck Girard","And the Rain Came Down",6,1983-01-01,3,13,1983,9,2,0.06210215674,"","","","",""
"692",691,19547730,"66jS2lURXJWjFMsy8y9B5e","Stuck In Your Radio","Make This Your Dance Floor",3,2012-02-24,45,8,2012,12,5,0.06214208604,"","","","",""
"693",692,3225523,"7mDPp4RHlXLWkyLAf3AFBx","Blue System","C'est la Vie",5,1997-10-27,13,17,1997,10,4,0.06218128212,"","","","",""
"694",693,195201144,"5RNonqY5hmn1G5FKgXWdv1","Sharo","Still",6,2020-03-31,2,5,2020,13,1,0.06222114069,"","","","",""
"695",694,101558504,"27hSR8e34ZM5vj5fUFixyb","Stan Kenton","Aphrodisia",7,1963-01-01,114,10,1963,7,6,0.06226037074,"","","","",""
"696",695,92010851,"62DmErcU7dqZbJaDqwsqzR","Popcaan","Naughty Girl",2,2012-10-04,1365,19,2012,12,6,0.06230132438,"","","","",""
"697",696,3681163,"5beSJtg8pZSAEvGnSFCFIz","Opiate For The Masses","Step Up",1,2005-06-07,4,4,2005,11,3,0.06234158343,"","","","",""
"698",697,4742117,"5YD1psyl46YI0MjK61g9Xg","Oriental Sunshine","Mother Nature",6,1970-01-01,1,0,1970,8,0,0.06238151087,"","","","",""
"699",698,164924188,"1cJCVvFLO8SLM8W9EITe1g","Manila Luzon","Go Fish",4,2019-02-15,44,24,2019,12,5,0.06242370908,"","","","",""
"700",699,47705627,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","The Dying Cowboy",6,1952-01-01,13,6,1952,6,4,0.06246579066,"","","","",""
"701",700,3784678,"2KisNXWizbrJVoif4Lt2u5","Boom Crash Opera","Look Up What's Coming Down",0,1993-10-18,3,22,1993,10,2,0.06250639578,"","","","",""
"702",701,17097048,"16BmUMgKpaE0JRAow13Jou","The Corner Laughers","(Now That I Have You I'm) Bored",5,2012-06-20,2,18,2012,12,1,0.06254755121,"","","","",""
"703",702,58378411,"6MLDcHrNh4OqxDZAjMt5pt","Ralph Tresvant","Man Who Loves You (Retail)",3,2006-04-21,680,15,2006,11,6,0.0625879896,"","","","",""
"704",703,163633410,"0A97olVepqtH6CCUoSaGEl","Evildead","B.O.H.I.C.A.",6,1989-04-03,1,11,1989,9,0,0.06262826724,"","","","",""
"705",704,104519435,"4VRf73oEPQ4kniW6RuuypG","Topo Gigio","Rock del Quesito",1,2021-04-16,6,3,2021,13,3,0.06266908957,"","","","",""
"706",705,122336185,"5cZJeB9HaMDDK96ik3UYdu","Darin Epsilon","The Conclusion (Marcelo Vasami Remix)",7,2014-07-21,16,7,2014,12,5,0.06271199363,"","","","",""
"707",706,82371139,"4xdiDvZzvenKNDHXmYFMVV","The Blues Busters","I Won't Let You Go",6,1962-12-22,8,21,1962,7,4,0.06275451868,"","","","",""
"708",707,7931867,"5X09SRt3qx77eh0XRreLjr","The Almost","Little Drummer Boy",4,2008-01-01,954,8,2008,11,6,0.06279609643,"","","","",""
"709",708,68499184,"5sYHluers2ubucI94T3Yvr","Grand Mal","Stay In Bed",6,1998-01-01,3,14,1998,10,2,0.06283833212,"","","","",""
