"","participant_ID","item_ID","ACHIEVEMENT","BENEVOLENCE","CONFORMITY","HEDONISM","POWER","SECURITY","SELF","STIMULATION","TRADITION","UNIVERSALISM"
"3043","5dd352c51c219b35931aefd1","151085454",50,45,30,50,40,65,65,50,55,35
"3044","5dd352c51c219b35931aefd1","152156851",28,31,24,28,14,77,47,11,49,29
"3045","5dd352c51c219b35931aefd1","16074172",41,-5,-25,52,30,50,61,33,-8,-6
"3046","5dd352c51c219b35931aefd1","17997657",20,55,10,25,15,50,65,25,60,55
"3047","5dd352c51c219b35931aefd1","204336669",50,10,5,70,40,35,75,65,15,15
"3048","5dd352c51c219b35931aefd1","205113268",40,15,20,60,15,35,70,30,20,25
"3049","5dd352c51c219b35931aefd1","2241308",35,25,15,35,15,40,65,10,25,15
"3050","5dd352c51c219b35931aefd1","34952275",35,20,25,25,30,35,25,20,15,15
"3051","5dd352c51c219b35931aefd1","4116102",20,35,5,25,15,40,-10,20,10,20
"3052","5dd352c51c219b35931aefd1","55713838",40,30,35,20,30,60,40,30,40,30
"3053","5dd352c51c219b35931aefd1","57005765",19,18,2,47,19,47,68,49,19,11
"3054","5dd352c51c219b35931aefd1","61210999",50,40,-5,20,20,65,55,40,-15,10
"3055","5dd352c51c219b35931aefd1","80257632",21,15,10,35,15,40,30,10,10,10
"3056","5dd352c51c219b35931aefd1","9223300",37,16,2,52,31,28,56,44,19,26
"3057","5dd352c51c219b35931aefd1","97622225",30,45,25,31,20,75,65,50,35,65
"3058","5dd352c51c219b35931aefd1","99526020",24,52,14,54,15,49,63,29,24,59
"3059","5dd352c51c219b35931aefd1","99567690",35,25,5,65,20,25,70,50,10,30
"3060","5dd352c51c219b35931aefd1","99962781",20,35,15,15,10,30,40,15,25,40
"3061","5dd4070a57a7e13efe25534a","134245347",16,13,100,0,27,100,95,0,100,100
"3062","5dd4070a57a7e13efe25534a","149782763",0,100,58,0,23,60,7,-55,64,55
"3063","5dd4070a57a7e13efe25534a","151085454",17,0,0,78,20,100,-35,21,0,-34
"3064","5dd4070a57a7e13efe25534a","152156851",31,87,25,81,-26,65,86,2,15,0
"3065","5dd4070a57a7e13efe25534a","16074172",19,-14,2,18,0,41,16,45,10,12
"3066","5dd4070a57a7e13efe25534a","17997657",0,16,52,100,0,13,0,48,79,0
"3067","5dd4070a57a7e13efe25534a","204336669",62,-70,-23,73,30,-54,41,100,-25,-44
"3068","5dd4070a57a7e13efe25534a","205113268",45,28,0,80,10,8,97,22,23,11
"3069","5dd4070a57a7e13efe25534a","2241308",19,0,-49,53,18,-100,31,52,-48,0
"3070","5dd4070a57a7e13efe25534a","34952275",0,9,13,9,0,13,5,19,81,73
"3071","5dd4070a57a7e13efe25534a","4116102",0,100,40,23,60,19,-100,33,100,42
"3072","5dd4070a57a7e13efe25534a","55713838",13,0,-22,75,11,-36,19,100,37,-52
"3073","5dd4070a57a7e13efe25534a","57005765",0,39,86,-27,0,76,-28,2,86,48
"3074","5dd4070a57a7e13efe25534a","61210999",30,-100,-93,35,20,-100,17,50,-31,0
"3075","5dd4070a57a7e13efe25534a","80257632",17,0,-23,2,0,28,9,41,-12,0
"3076","5dd4070a57a7e13efe25534a","9223300",0,88,12,78,0,0,29,43,14,37
"3077","5dd4070a57a7e13efe25534a","97622225",0,13,40,100,0,41,0,19,46,100
"3078","5dd4070a57a7e13efe25534a","99526020",0,13,13,100,0,16,19,100,47,14
"3079","5dd4070a57a7e13efe25534a","99567690",0,39,0,100,0,97,9,46,0,10
"3080","5dd4070a57a7e13efe25534a","99962781",0,100,100,15,0,25,-100,2,100,40
"3081","5dd4a7c9c0823f494b158668","134245347",0,25,40,0,15,41,-15,0,100,25
"3082","5dd4a7c9c0823f494b158668","149782763",0,45,0,0,0,30,10,0,15,30
"3083","5dd4a7c9c0823f494b158668","151085454",0,0,30,0,0,0,10,0,50,0
"3084","5dd4a7c9c0823f494b158668","152156851",-15,-15,-15,50,0,0,30,30,2,2
"3085","5dd4a7c9c0823f494b158668","16074172",70,0,-30,25,41,0,100,55,-20,0
"3086","5dd4a7c9c0823f494b158668","17997657",0,15,20,35,0,0,0,0,40,0
"3087","5dd4a7c9c0823f494b158668","204336669",100,0,-100,100,100,-34,100,100,0,0
"3088","5dd4a7c9c0823f494b158668","205113268",60,10,0,40,30,0,100,30,10,10
"3089","5dd4a7c9c0823f494b158668","2241308",0,0,16,5,0,21,25,2,1,10
"3090","5dd4a7c9c0823f494b158668","34952275",-50,0,-30,20,-50,0,100,100,-35,30
"3091","5dd4a7c9c0823f494b158668","4116102",-100,100,100,-100,-100,30,-41,-100,100,50
"3092","5dd4a7c9c0823f494b158668","55713838",16,20,40,0,0,0,0,0,40,0
"3093","5dd4a7c9c0823f494b158668","57005765",2,50,0,-31,0,0,50,21,30,50
"3094","5dd4a7c9c0823f494b158668","61210999",0,0,0,10,0,0,19,25,0,0
"3095","5dd4a7c9c0823f494b158668","80257632",-21,-15,0,-22,-22,0,10,0,0,0
"3096","5dd4a7c9c0823f494b158668","9223300",0,10,0,10,0,0,20,10,0,20
"3097","5dd4a7c9c0823f494b158668","97622225",-40,20,10,-30,-40,0,50,20,20,40
"3098","5dd4a7c9c0823f494b158668","99526020",0,0,0,100,5,0,100,100,0,0
"3099","5dd4a7c9c0823f494b158668","99567690",0,0,0,25,0,0,10,10,0,0
"3100","5dd4a7c9c0823f494b158668","99962781",-100,100,100,-100,-100,0,20,0,40,100
"3101","5dd877b0568ca582fb24699f","134245347",88,0,93,65,86,83,0,0,88,45
"3102","5dd877b0568ca582fb24699f","149782763",0,50,40,42,0,0,0,0,53,0
"3103","5dd877b0568ca582fb24699f","151085454",0,0,-74,73,0,0,63,42,-43,0
"3104","5dd877b0568ca582fb24699f","152156851",0,47,55,-49,0,0,0,0,33,0
"3105","5dd877b0568ca582fb24699f","16074172",63,0,-69,52,60,0,55,57,-59,0
"3106","5dd877b0568ca582fb24699f","17997657",0,0,0,67,0,0,0,0,0,0
"3107","5dd877b0568ca582fb24699f","204336669",68,0,-42,73,35,0,74,74,-45,0
"3108","5dd877b0568ca582fb24699f","205113268",56,0,-43,47,47,0,76,52,0,0
"3109","5dd877b0568ca582fb24699f","2241308",72,0,-39,67,44,-49,82,50,0,0
"3110","5dd877b0568ca582fb24699f","34952275",72,0,0,47,68,49,65,25,0,0
"3111","5dd877b0568ca582fb24699f","4116102",77,64,64,-64,-65,0,-60,0,52,0
"3112","5dd877b0568ca582fb24699f","55713838",63,34,29,46,0,0,39,0,34,0
"3113","5dd877b0568ca582fb24699f","57005765",77,0,-57,88,0,0,59,69,0,0
"3114","5dd877b0568ca582fb24699f","61210999",56,-61,-77,42,58,-62,32,38,-64,0
"3115","5dd877b0568ca582fb24699f","80257632",45,0,-47,43,42,0,48,44,0,0
"3116","5dd877b0568ca582fb24699f","9223300",35,0,0,36,0,0,0,0,0,0
"3117","5dd877b0568ca582fb24699f","97622225",-38,30,-43,-16,-38,0,68,13,0,0
"3118","5dd877b0568ca582fb24699f","99526020",0,33,-37,96,0,0,59,0,33,0
"3119","5dd877b0568ca582fb24699f","99567690",0,0,0,78,0,54,0,51,0,0
"3120","5dd877b0568ca582fb24699f","99962781",67,45,84,0,65,0,0,0,87,56
"3121","5ddbd6e518beb6b1e1de0326","134245347",21,28,55,36,57,66,44,23,78,40
"3122","5ddbd6e518beb6b1e1de0326","149782763",25,79,68,13,74,48,26,24,77,42
"3123","5ddbd6e518beb6b1e1de0326","151085454",0,17,0,0,0,0,27,42,16,0
"3124","5ddbd6e518beb6b1e1de0326","152156851",-28,13,29,23,16,15,-25,-24,32,-28
"3125","5ddbd6e518beb6b1e1de0326","16074172",-5,-53,0,-24,10,0,9,10,-17,-63
"3126","5ddbd6e518beb6b1e1de0326","17997657",-21,14,27,43,20,-35,-22,-35,38,14
"3127","5ddbd6e518beb6b1e1de0326","204336669",0,0,0,36,0,0,0,0,0,44
"3128","5ddbd6e518beb6b1e1de0326","205113268",0,0,0,0,0,0,0,0,0,0
"3129","5ddbd6e518beb6b1e1de0326","2241308",-47,0,0,32,-41,0,-39,18,0,-26
"3130","5ddbd6e518beb6b1e1de0326","34952275",8,-2,-6,26,9,6,13,-16,-8,20
"3131","5ddbd6e518beb6b1e1de0326","4116102",12,54,47,23,70,17,8,8,36,34
"3132","5ddbd6e518beb6b1e1de0326","55713838",33,26,-9,45,21,17,26,29,17,51
"3133","5ddbd6e518beb6b1e1de0326","57005765",15,28,13,25,40,12,19,40,19,26
"3134","5ddbd6e518beb6b1e1de0326","61210999",0,-8,0,0,0,0,17,38,22,36
"3135","5ddbd6e518beb6b1e1de0326","80257632",0,0,18,40,0,0,19,0,0,0
"3136","5ddbd6e518beb6b1e1de0326","9223300",16,15,-17,52,45,-18,12,13,-21,-37
"3137","5ddbd6e518beb6b1e1de0326","97622225",0,0,0,0,0,0,17,19,0,11
"3138","5ddbd6e518beb6b1e1de0326","99526020",16,15,13,17,0,-10,11,18,12,28
"3139","5ddbd6e518beb6b1e1de0326","99567690",10,-26,-27,40,-50,-31,9,-14,13,-33
"3140","5ddbd6e518beb6b1e1de0326","99962781",31,70,64,17,64,30,29,14,26,51
"3141","5dde21012a30acd8ada645ec","134245347",0,36,0,0,0,49,0,0,60,73
"3142","5dde21012a30acd8ada645ec","149782763",0,0,0,0,0,0,0,0,0,0
"3143","5dde21012a30acd8ada645ec","151085454",0,0,0,18,0,0,6,40,34,0
"3144","5dde21012a30acd8ada645ec","152156851",6,6,54,66,0,6,6,67,6,0
"3145","5dde21012a30acd8ada645ec","16074172",53,0,0,7,32,0,7,7,40,0
"3146","5dde21012a30acd8ada645ec","17997657",6,0,0,0,0,0,0,0,0,0
"3147","5dde21012a30acd8ada645ec","204336669",74,0,0,6,64,0,60,0,0,0
"3148","5dde21012a30acd8ada645ec","205113268",80,0,0,6,0,0,52,0,0,8
"3149","5dde21012a30acd8ada645ec","2241308",6,12,55,0,0,7,43,41,0,0
"3150","5dde21012a30acd8ada645ec","34952275",7,0,-36,0,0,0,34,22,0,0
"3151","5dde21012a30acd8ada645ec","4116102",0,80,72,0,0,0,49,0,79,53
"3152","5dde21012a30acd8ada645ec","55713838",0,9,7,0,0,42,50,0,0,9
"3153","5dde21012a30acd8ada645ec","57005765",0,0,0,0,0,0,8,0,0,0
"3154","5dde21012a30acd8ada645ec","61210999",0,0,0,0,24,0,0,0,0,46
"3155","5dde21012a30acd8ada645ec","80257632",0,0,0,0,0,0,0,0,0,0
"3156","5dde21012a30acd8ada645ec","9223300",0,0,0,15,0,0,0,0,55,0
"3157","5dde21012a30acd8ada645ec","97622225",0,0,0,0,0,0,0,0,0,7
"3158","5dde21012a30acd8ada645ec","99526020",0,0,0,43,0,0,0,0,0,0
"3159","5dde21012a30acd8ada645ec","99567690",0,7,0,0,0,7,0,0,39,0
"3160","5dde21012a30acd8ada645ec","99962781",0,0,0,0,0,0,0,0,31,9
"3161","5ddef2e6929d5de6f1050f1c","134245347",85,66,100,23,63,100,65,24,100,66
"3162","5ddef2e6929d5de6f1050f1c","149782763",2,67,67,2,2,82,2,-36,67,26
"3163","5ddef2e6929d5de6f1050f1c","151085454",2,-25,2,20,2,25,21,2,2,-26
"3164","5ddef2e6929d5de6f1050f1c","152156851",-41,-93,-90,82,-42,-23,26,26,-91,-92
"3165","5ddef2e6929d5de6f1050f1c","16074172",21,-52,-71,66,41,-19,66,66,-71,-52
"3166","5ddef2e6929d5de6f1050f1c","17997657",2,2,55,39,2,35,2,25,55,-22
"3167","5ddef2e6929d5de6f1050f1c","204336669",41,-97,-97,100,63,-99,68,100,-98,-95
"3168","5ddef2e6929d5de6f1050f1c","205113268",-21,-19,-20,61,-22,-20,63,41,-19,-41
"3169","5ddef2e6929d5de6f1050f1c","2241308",52,-77,-72,65,82,-72,68,66,-75,-54
"3170","5ddef2e6929d5de6f1050f1c","34952275",63,2,-34,39,41,-33,67,65,-33,40
"3171","5ddef2e6929d5de6f1050f1c","4116102",61,74,41,-83,-21,75,-23,53,2,2
"3172","5ddef2e6929d5de6f1050f1c","55713838",41,-34,69,2,-22,22,44,26,68,-79
"3173","5ddef2e6929d5de6f1050f1c","57005765",-40,2,2,38,-41,2,59,58,2,15
"3174","5ddef2e6929d5de6f1050f1c","61210999",-20,2,-63,2,53,34,76,2,-61,2
"3175","5ddef2e6929d5de6f1050f1c","80257632",2,2,-23,42,2,-25,43,2,-23,2
"3176","5ddef2e6929d5de6f1050f1c","9223300",-22,2,-16,61,-21,2,62,61,2,2
"3177","5ddef2e6929d5de6f1050f1c","97622225",22,-22,2,41,2,20,24,41,2,2
"3178","5ddef2e6929d5de6f1050f1c","99526020",2,2,-23,81,0,2,83,82,-24,2
"3179","5ddef2e6929d5de6f1050f1c","99567690",-41,17,-26,84,-41,-27,82,84,-26,-25
"3180","5ddef2e6929d5de6f1050f1c","99962781",-41,76,57,-42,-41,60,-43,-43,79,28
"3181","5de301515253b03390043d12","134245347",8,43,49,-12,-15,57,8,9,45,72
"3182","5de301515253b03390043d12","149782763",-9,29,30,-10,-19,50,27,27,36,51
"3183","5de301515253b03390043d12","151085454",22,2,2,2,-6,2,2,2,2,2
"3184","5de301515253b03390043d12","152156851",4,3,5,3,2,3,3,4,2,4
"3185","5de301515253b03390043d12","16074172",21,26,-59,31,-20,-41,50,49,-63,48
"3186","5de301515253b03390043d12","17997657",2,2,2,2,2,2,2,2,2,2
"3187","5de301515253b03390043d12","204336669",-10,7,-1,38,-10,-1,47,37,-4,13
"3188","5de301515253b03390043d12","205113268",-17,20,1,30,-16,37,32,25,-13,23
"3189","5de301515253b03390043d12","2241308",1,2,3,2,0,2,0,1,3,2
"3190","5de301515253b03390043d12","34952275",2,2,2,2,2,2,2,2,2,2
"3191","5de301515253b03390043d12","4116102",-21,45,21,-17,-18,21,-7,-6,42,49
"3192","5de301515253b03390043d12","55713838",0,2,2,0,0,2,2,0,2,2
"3193","5de301515253b03390043d12","57005765",-21,58,56,12,-20,15,8,-17,18,57
"3194","5de301515253b03390043d12","61210999",2,2,2,2,2,2,2,2,2,2
"3195","5de301515253b03390043d12","80257632",-2,0,0,-3,-1,1,3,-1,6,-1
"3196","5de301515253b03390043d12","9223300",-6,37,-12,12,-6,19,10,-5,17,8
"3197","5de301515253b03390043d12","97622225",-10,24,-5,8,-22,-10,22,8,-5,21
"3198","5de301515253b03390043d12","99526020",-11,2,-14,35,-10,11,32,35,2,26
"3199","5de301515253b03390043d12","99567690",-2,77,1,47,-4,1,40,-1,1,21
"3200","5de301515253b03390043d12","99962781",-20,42,39,-37,-21,38,-21,-27,40,30
"3201","5de831cad4995d000c5fb540","134245347",8,20,0,10,44,20,-39,25,29,39
"3202","5de831cad4995d000c5fb540","149782763",0,9,0,0,0,0,0,0,9,0
"3203","5de831cad4995d000c5fb540","151085454",0,0,0,0,8,12,0,0,0,14
"3204","5de831cad4995d000c5fb540","152156851",0,0,0,0,0,0,0,-18,0,0
"3205","5de831cad4995d000c5fb540","16074172",0,-27,0,10,9,8,9,0,0,0
"3206","5de831cad4995d000c5fb540","17997657",0,0,0,12,0,0,0,0,9,0
"3207","5de831cad4995d000c5fb540","204336669",2,0,0,27,55,0,20,3,0,1
"3208","5de831cad4995d000c5fb540","205113268",0,11,0,12,0,0,10,10,0,10
"3209","5de831cad4995d000c5fb540","2241308",-33,2,0,-24,5,0,11,0,0,0
"3210","5de831cad4995d000c5fb540","34952275",0,0,0,9,0,0,14,17,0,10
"3211","5de831cad4995d000c5fb540","4116102",0,0,0,0,0,0,10,0,0,0
"3212","5de831cad4995d000c5fb540","55713838",12,0,0,0,0,0,2,0,0,0
"3213","5de831cad4995d000c5fb540","57005765",0,27,0,22,0,0,0,0,0,0
"3214","5de831cad4995d000c5fb540","61210999",0,0,0,0,7,14,0,0,0,0
"3215","5de831cad4995d000c5fb540","80257632",0,0,0,9,0,0,13,0,0,0
"3216","5de831cad4995d000c5fb540","9223300",0,0,0,24,0,0,15,0,0,10
"3217","5de831cad4995d000c5fb540","97622225",0,27,0,9,0,0,10,10,0,18
"3218","5de831cad4995d000c5fb540","99526020",0,0,0,28,0,0,23,33,0,0
"3219","5de831cad4995d000c5fb540","99567690",0,0,0,24,0,0,17,0,0,0
"3220","5de831cad4995d000c5fb540","99962781",0,30,18,0,0,0,0,9,0,26
"3221","5de9d78ebe656d10e1a26af6","134245347",90,70,90,50,80,95,95,30,81,55
"3222","5de9d78ebe656d10e1a26af6","149782763",80,95,90,40,80,90,60,25,80,50
"3223","5de9d78ebe656d10e1a26af6","151085454",100,0,-40,20,90,0,15,50,25,0
"3224","5de9d78ebe656d10e1a26af6","152156851",70,95,95,60,70,95,70,55,95,95
"3225","5de9d78ebe656d10e1a26af6","16074172",85,75,60,90,85,50,95,90,80,85
"3226","5de9d78ebe656d10e1a26af6","17997657",85,70,75,85,75,70,90,85,75,70
"3227","5de9d78ebe656d10e1a26af6","204336669",95,90,75,95,95,75,90,95,85,90
"3228","5de9d78ebe656d10e1a26af6","205113268",75,75,69,75,70,70,75,80,75,75
"3229","5de9d78ebe656d10e1a26af6","2241308",95,90,75,80,80,70,80,80,75,75
"3230","5de9d78ebe656d10e1a26af6","34952275",80,85,25,45,50,35,99,75,50,95
"3231","5de9d78ebe656d10e1a26af6","4116102",100,60,35,90,95,65,95,90,25,95
"3232","5de9d78ebe656d10e1a26af6","55713838",80,95,80,80,50,95,95,80,95,95
"3233","5de9d78ebe656d10e1a26af6","57005765",90,90,90,70,70,90,85,70,95,95
"3234","5de9d78ebe656d10e1a26af6","61210999",90,88,75,90,80,85,95,90,75,95
"3235","5de9d78ebe656d10e1a26af6","80257632",80,90,76,90,80,75,90,90,85,90
"3236","5de9d78ebe656d10e1a26af6","9223300",70,85,80,55,70,75,89,65,84,80
"3237","5de9d78ebe656d10e1a26af6","97622225",100,70,50,-30,90,40,80,20,90,65
"3238","5de9d78ebe656d10e1a26af6","99526020",85,82,90,85,60,85,80,85,86,85
"3239","5de9d78ebe656d10e1a26af6","99567690",85,95,90,85,75,95,95,89,80,95
"3240","5de9d78ebe656d10e1a26af6","99962781",70,85,80,45,65,90,75,45,85,75
"3241","5df0df9894a4fd12df0575af","134245347",2,56,2,-71,-84,59,53,2,57,89
"3242","5df0df9894a4fd12df0575af","149782763",2,34,34,-100,-99,-99,-51,-51,32,-97
"3243","5df0df9894a4fd12df0575af","151085454",-80,0,0,-79,-57,0,-93,-77,2,-73
"3244","5df0df9894a4fd12df0575af","152156851",-94,-99,-80,2,-84,-98,-82,-74,-81,-79
"3245","5df0df9894a4fd12df0575af","16074172",2,-93,-58,2,0,0,-39,-65,-58,2
"3246","5df0df9894a4fd12df0575af","17997657",-41,-56,24,2,0,-49,2,-41,54,-79
"3247","5df0df9894a4fd12df0575af","204336669",-73,-89,-76,57,2,-76,2,58,0,-76
"3248","5df0df9894a4fd12df0575af","205113268",44,0,-43,-48,43,-85,43,-26,-43,43
"3249","5df0df9894a4fd12df0575af","2241308",-87,-93,-51,2,-87,-31,2,-85,-50,-49
"3250","5df0df9894a4fd12df0575af","34952275",25,27,2,54,2,2,29,56,2,29
"3251","5df0df9894a4fd12df0575af","4116102",2,100,42,2,-98,0,24,21,44,2
"3252","5df0df9894a4fd12df0575af","55713838",-95,-100,0,-100,-24,0,-100,2,-98,-100
"3253","5df0df9894a4fd12df0575af","57005765",0,24,0,2,0,0,2,2,2,2
"3254","5df0df9894a4fd12df0575af","61210999",-61,-38,-37,-61,2,2,37,37,2,37
"3255","5df0df9894a4fd12df0575af","80257632",2,0,2,-70,0,0,0,-71,34,2
"3256","5df0df9894a4fd12df0575af","9223300",2,2,-85,39,-57,-99,-33,34,-72,-57
"3257","5df0df9894a4fd12df0575af","97622225",43,87,2,42,-62,2,64,30,85,64
"3258","5df0df9894a4fd12df0575af","99526020",40,-98,0,99,2,0,46,44,-6,2
"3259","5df0df9894a4fd12df0575af","99567690",0,40,-50,100,0,0,52,100,0,2
"3260","5df0df9894a4fd12df0575af","99962781",25,100,37,26,2,75,27,27,100,50
"3261","5df66d09dc8535465a0b0bae","134245347",100,-100,100,-100,-100,100,0,0,100,-99
"3262","5df66d09dc8535465a0b0bae","149782763",-100,-99,100,-100,-100,-100,-100,-100,-100,-100
"3263","5df66d09dc8535465a0b0bae","151085454",-100,-100,100,-100,-100,-100,-100,-100,-100,-100
"3264","5df66d09dc8535465a0b0bae","152156851",-100,-100,-100,100,-100,-100,-100,100,-100,-100
"3265","5df66d09dc8535465a0b0bae","16074172",-73,-62,100,-77,61,100,-82,-69,45,-32
"3266","5df66d09dc8535465a0b0bae","17997657",0,0,0,0,0,0,0,0,0,0
"3267","5df66d09dc8535465a0b0bae","204336669",100,-100,-100,100,100,-100,100,100,-100,-100
"3268","5df66d09dc8535465a0b0bae","205113268",25,86,-90,100,-100,-85,48,100,26,100
"3269","5df66d09dc8535465a0b0bae","2241308",54,0,0,85,55,0,69,100,0,0
"3270","5df66d09dc8535465a0b0bae","34952275",0,0,57,100,0,0,0,0,0,0
"3271","5df66d09dc8535465a0b0bae","4116102",100,100,100,-100,-100,100,-100,-100,100,-100
"3272","5df66d09dc8535465a0b0bae","55713838",0,69,85,0,0,0,0,0,92,0
"3273","5df66d09dc8535465a0b0bae","57005765",0,61,89,0,0,0,92,0,0,0
"3274","5df66d09dc8535465a0b0bae","61210999",0,92,0,100,0,0,57,0,0,0
"3275","5df66d09dc8535465a0b0bae","80257632",0,0,0,100,0,0,0,0,0,0
"3276","5df66d09dc8535465a0b0bae","9223300",50,25,0,80,0,70,20,100,0,0
"3277","5df66d09dc8535465a0b0bae","97622225",80,0,0,50,50,80,70,50,0,100
"3278","5df66d09dc8535465a0b0bae","99526020",91,0,0,100,0,0,0,40,0,0
"3279","5df66d09dc8535465a0b0bae","99567690",0,0,0,100,0,0,0,100,0,0
"3280","5df66d09dc8535465a0b0bae","99962781",100,0,0,-99,-100,100,0,-100,0,0
"3281","5dfb693a73d72487b1fe495b","134245347",0,0,0,0,0,95,100,0,0,97
"3282","5dfb693a73d72487b1fe495b","149782763",0,100,0,0,0,0,0,0,95,100
"3283","5dfb693a73d72487b1fe495b","151085454",0,62,0,67,0,0,55,77,0,90
"3284","5dfb693a73d72487b1fe495b","152156851",56,2,74,38,2,70,56,2,49,2
"3285","5dfb693a73d72487b1fe495b","16074172",53,81,50,52,45,52,0,77,45,62
"3286","5dfb693a73d72487b1fe495b","17997657",0,0,0,0,0,0,0,0,0,0
"3287","5dfb693a73d72487b1fe495b","204336669",62,0,0,92,94,0,69,0,0,0
"3288","5dfb693a73d72487b1fe495b","205113268",0,90,0,72,0,0,33,28,0,70
"3289","5dfb693a73d72487b1fe495b","2241308",28,77,0,88,90,81,99,2,0,92
"3290","5dfb693a73d72487b1fe495b","34952275",90,88,0,0,76,0,90,0,100,98
"3291","5dfb693a73d72487b1fe495b","4116102",34,92,85,2,76,87,90,53,75,100
"3292","5dfb693a73d72487b1fe495b","55713838",52,82,0,84,64,74,50,85,95,58
"3293","5dfb693a73d72487b1fe495b","57005765",0,88,0,81,43,0,48,57,0,0
"3294","5dfb693a73d72487b1fe495b","61210999",42,49,0,0,78,0,87,0,0,0
"3295","5dfb693a73d72487b1fe495b","80257632",0,0,0,95,71,0,77,0,0,0
"3296","5dfb693a73d72487b1fe495b","9223300",93,100,-15,98,91,-4,90,93,-23,92
"3297","5dfb693a73d72487b1fe495b","97622225",63,94,0,67,50,84,74,67,90,74
"3298","5dfb693a73d72487b1fe495b","99526020",78,79,0,98,80,0,90,84,0,94
"3299","5dfb693a73d72487b1fe495b","99567690",0,0,0,75,72,0,87,89,0,87
"3300","5dfb693a73d72487b1fe495b","99962781",0,94,100,0,64,86,0,0,99,97
"3301","5e04b9be7adf4bf23f066a2a","134245347",30,49,87,-7,13,85,-38,-16,86,61
"3302","5e04b9be7adf4bf23f066a2a","149782763",-43,53,23,-43,-32,9,-44,-44,53,12
"3303","5e04b9be7adf4bf23f066a2a","151085454",-38,-30,-10,-44,-37,-8,-39,-43,-30,-31
"3304","5e04b9be7adf4bf23f066a2a","152156851",16,-47,-48,43,17,-46,15,16,-46,-18
"3305","5e04b9be7adf4bf23f066a2a","16074172",37,-53,-67,57,52,-58,11,51,-53,-20
"3306","5e04b9be7adf4bf23f066a2a","17997657",13,-26,59,39,12,2,11,29,59,-30
"3307","5e04b9be7adf4bf23f066a2a","204336669",19,-26,-46,44,18,-47,38,46,-44,-18
"3308","5e04b9be7adf4bf23f066a2a","205113268",29,-11,-47,28,30,-48,31,29,-42,-9
"3309","5e04b9be7adf4bf23f066a2a","2241308",24,53,8,-9,24,-16,46,9,16,31
"3310","5e04b9be7adf4bf23f066a2a","34952275",-46,43,-69,-45,-48,-67,-26,-43,-68,42
"3311","5e04b9be7adf4bf23f066a2a","4116102",14,41,43,-25,-34,5,14,-24,42,34
"3312","5e04b9be7adf4bf23f066a2a","55713838",42,-26,17,10,19,18,33,31,16,-16
"3313","5e04b9be7adf4bf23f066a2a","57005765",-7,36,-12,15,-18,-27,20,16,14,20
"3314","5e04b9be7adf4bf23f066a2a","61210999",12,-15,-18,13,12,-23,-6,15,-12,-4
"3315","5e04b9be7adf4bf23f066a2a","80257632",-63,18,-37,-25,-62,-37,16,-38,-42,15
"3316","5e04b9be7adf4bf23f066a2a","9223300",10,-5,-16,35,-6,-16,36,36,15,-7
"3317","5e04b9be7adf4bf23f066a2a","97622225",7,46,-17,8,-10,-49,26,8,36,52
"3318","5e04b9be7adf4bf23f066a2a","99526020",25,-32,-31,60,9,-33,54,62,-34,41
"3319","5e04b9be7adf4bf23f066a2a","99567690",-23,14,14,12,-14,-22,32,36,14,17
"3320","5e04b9be7adf4bf23f066a2a","99962781",15,69,66,-26,-12,22,-23,-25,69,66
"3321","5e07a0898dffa00ff1aaf60f","134245347",100,0,100,0,100,100,100,0,0,100
"3322","5e07a0898dffa00ff1aaf60f","149782763",0,67,71,79,0,0,71,0,94,0
"3323","5e07a0898dffa00ff1aaf60f","151085454",-100,-100,-100,100,-100,0,100,99,-100,0
"3324","5e07a0898dffa00ff1aaf60f","152156851",70,59,55,69,0,50,61,0,61,0
"3325","5e07a0898dffa00ff1aaf60f","16074172",95,0,100,100,0,0,100,100,100,0
"3326","5e07a0898dffa00ff1aaf60f","17997657",84,89,86,99,0,0,61,75,0,0
"3327","5e07a0898dffa00ff1aaf60f","204336669",100,-65,-100,99,98,-100,97,100,-49,0
"3328","5e07a0898dffa00ff1aaf60f","205113268",70,68,68,71,70,0,70,72,66,68
"3329","5e07a0898dffa00ff1aaf60f","2241308",63,56,81,64,48,88,86,65,56,0
"3330","5e07a0898dffa00ff1aaf60f","34952275",77,73,66,74,0,0,73,75,72,73
"3331","5e07a0898dffa00ff1aaf60f","4116102",100,100,100,100,100,100,100,100,99,100
"3332","5e07a0898dffa00ff1aaf60f","55713838",100,0,0,99,100,0,-94,99,5,0
"3333","5e07a0898dffa00ff1aaf60f","57005765",67,91,57,68,0,0,66,68,63,0
"3334","5e07a0898dffa00ff1aaf60f","61210999",67,2,0,0,0,54,59,64,2,-38
"3335","5e07a0898dffa00ff1aaf60f","80257632",-54,0,-23,2,0,0,5,2,2,0
"3336","5e07a0898dffa00ff1aaf60f","9223300",75,100,2,90,0,0,94,100,77,-78
"3337","5e07a0898dffa00ff1aaf60f","97622225",65,54,0,65,0,0,100,57,54,100
"3338","5e07a0898dffa00ff1aaf60f","99526020",100,0,0,99,0,0,100,100,0,100
"3339","5e07a0898dffa00ff1aaf60f","99567690",100,100,0,100,0,0,100,100,0,0
"3340","5e07a0898dffa00ff1aaf60f","99962781",100,100,100,100,100,100,100,100,100,100
"3341","5e07e9301d6b46148c904a0e","134245347",57,57,5,-16,55,73,5,45,72,5
